Legales	Psicológicas	Sociales	Expediente	N° de expediente	Digital	Presencial	Aviso	Interna	Externa	Atención a mujer víctima	Atención a familiares	Edad	Procedencia	Discapacidad	Orientación sexual	Etnia	Nacionalidad	Embarazo	Nivel académico	Violencia LCVIF	Violencia Delitos	Discriminación	Acciones positivas	Grupo de Autoayuda	Modalidad de violencia	Física	Psicológica y emocional	Económica	Patrimonial	Sexual	Simbólica	Feminicida	Intervención Inicial	Primeros auxilios psicológicos	Evaluación del Riesgo legal	Toma de denuncia legal	Solicitud de medidas	Solicitud de repación del daño	Hijos e hijas	Persona adulta mayor	Usuaria	VIF derivados a FGR	Otras derivación Realizada	Gestión de  Red de apoyo	Gestión de albergue o casas de acogida	Acompañamiento administrativo	Acompañamiento judicial	Representación Legal	Preparación de prueba	audiencia etapa judicial	audiencia etapa administrativa	Recursos	Monto efectivo en concepto de reparación	Monto efectivo en concepto de cuota alimenticia	Judicialización de certificación a FGR	Informes	Reportes	Monitoreo de Medidas legal	Presenciales	Virtuales	Otras diligencias	Intervención Inicial.1	Atención en Crisis	Primeros auxilios psicológicos.1	Evaluación de Riesgo psico	Plan de seguridad psico	Toma de denuncia psico	Solicitud de medidas.1	Solicitud de repación del daño.1	Hijos e hijas.1	Persona adulta mayor.1	Usuaria.1	Derivación Realizada	Gestión de Red de apoyo	Gestión de  albergue o casa de acogida	Acompañamiento administrativo.1	Acompañamiento judicial.1	Presenciales.1	Virtuales.1	Evaluación de Ingreso a GAA	Informe Psicológico	Reporte Psicológico	Monitoreo de Medidas psico	Evaluación de Egreso de GAA	Presencial.1	Virtual	Otras diligencias.1	Intervención Inicial.2	Primeros auxilios psicológicos.2	Evaluación del riesgo social	Plan de Seguridad social	Toma de Denuncia social	Solicitud de medidas.2	Solicitud de repación del daño.2	Hijos e hijas.2	Persona adulta mayor.2	Usuaria.2	Derivación Realizada.1	Gestión de Redes de Apoyo	Gestión de albergue o casas de acogida.1	Acompañamiento administrativo.2	Acompañamiento judicial.2	Investigaciones	Entrevistas realizadas	Visitas realizadas	Evaluación de Ingreso a GAA.1	Informes de Trabajo Social	Reporte de Trabajo Social	Monitoreo de medidas social	Evaluación de Egreso de GAA.1	Presencial.2	Virtuales.2	Otras diligencias.2	Sexo	Edad.1	Adminsitrativo	Judicial	Expedientes finalizados	mes	pad
			Seguimiento a expedientes activos	138-UIAEM-14-24						1.0		21.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																			1.0							1.0																																	enero	soyapango
			Seguimiento a expedientes activos	84-UIAEM-14-24						1.0		55.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar		True	True																																																																																	1.0		1.0	1.0							enero	soyapango
			Seguimiento a expedientes activos	95-UIAEM14-2024		1.0				1.0		65.0	Urbana	Visual	HETEROSEXUAL	Otra	Salvadoreña		Secundaria		1.0				Comunitaria	True	True																																																														1.0									1.0											1.0		1.0								enero	soyapango
			Seguimiento a expedientes activos	40-UIAEM14-2024	1.0					1.0		28.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Familiar	True	True		True																													1.0	1.0	1.0	1.0																												1.0									1.0	1.0					1.0					1.0		1.0	1.0							enero	soyapango
			Seguimiento a expedientes activos	135-UIAEM14-2024		1.0				1.0		27.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True		True																																																																										1.0					1.0		1.0	1.0							enero	soyapango
			Seguimiento a expedientes activos	136-UIAEM14-2024		1.0				1.0		32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True		True																																																											1.0									1.0						1.0					1.0		1.0	1.0							enero	soyapango
			Seguimiento a expedientes activos	93-UIAEM 14- 2024		1.0				1.0		40.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True	True																																																																													1.0				1.0		2.0								enero	soyapango
			Seguimiento a expedientes activos	63-UIAEM14-2024		1.0				1.0		60.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True																					1.0	1.0	2.0								1.0	1.0	2.0	1.0																																																								Favorable		enero	soyapango
			Seguimiento a expedientes activos	123-UIAEM14-2024		1.0				1.0		39.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True	True	True																			1.0	1.0	1.0								1.0	1.0	2.0																																																									Favorable		enero	soyapango
			Seguimiento a expedientes activos	141-UIAEM14-2024		1.0				1.0		52.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True	True																			1.0	1.0	2.0		Contestación de recursos	$200.00					1.0	1.0	1.0	1.0																																																										enero	soyapango
			Seguimiento a expedientes activos	143-UIAEM14-2024		1.0				1.0		32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True																		1.0		1.0	2.0								1.0	1.0	1.0																																																									Favorable		enero	soyapango
			Seguimiento a expedientes activos	118-UIAEM14-2024		1.0				1.0		51.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True																					1.0	1.0	2.0								1.0	1.0	1.0																																																									Desfavorable		enero	soyapango
			Seguimiento a expedientes activos	132-UIAEM14-2024		1.0				1.0		51.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																					1.0	1.0	2.0								1.0	1.0	1.0																																																									Favorable		enero	soyapango
			Seguimiento a expedientes activos	72-UIAEM14-2024		1.0				1.0		66.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True		True			True																1.0	1.0	1.0								1.0	1.0	1.0																																																											enero	soyapango
			Seguimiento a expedientes activos	121--UIAEM14-2024		1.0				1.0		49.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True	True	True																													1.0																																																													enero	soyapango
			Seguimiento a expedientes activos	138--UIAEM14-2024		1.0				1.0		21.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																														1.0		1.0																																																											enero	soyapango
			Seguimiento a expedientes activos	100--UIAEM14-2024		1.0				1.0		66.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True																													1.0		1.0																																																											enero	soyapango
			Seguimiento a expedientes activos	87-UIAEM14-2024		1.0				1.0		38.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True		True																												1.0		1.0																																																											enero	soyapango
			Seguimiento a expedientes activos	91-UIAEM14-2024		1.0				1.0		64.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																															1.0		1.0																																																											enero	soyapango
1.0				S/N		1.0				1.0		36.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Institucional		True	True																																																																																											febrero	soyapango
1.0				S/N		1.0				1.0		16.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Institucional		True																																																																																												febrero	soyapango
1.0				S/N		1.0				1.0		42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria		1.0				Familiar		True		True																																																																																										febrero	soyapango
1.0				S/N		1.0				1.0		49.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar			True	True																																																																																										febrero	soyapango
1.0				S/N		1.0				1.0		33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																																																																																												febrero	soyapango
1.0				S/N		1.0				1.0		28.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True																																																																																										febrero	soyapango
	1.0			S/N		1.0				1.0		39.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True		True																																																																																										febrero	soyapango
1.0	1.0			S/N		1.0				1.0		48.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True																																																																																										febrero	soyapango
	1.0			S/N		1.0				1.0		53.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																																																																																												febrero	soyapango
1.0				S/N		1.0				1.0		43.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar																																																																																														febrero	soyapango
1.0				S/N		1.0				1.0		39.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True																																																																																										febrero	soyapango
1.0				S/N		1.0				1.0		64.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																																																																																												febrero	soyapango
		1.0		S/N		1.0				1.0		53.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True		True																																																																																										febrero	soyapango
	1.0			S/N		1.0				1.0		58.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																																																																																												febrero	soyapango
1.0				S/N		1.0				1.0		40.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar	True	True	True	True																																																																																										febrero	soyapango
1.0	1.0			S/N		1.0				1.0		33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True		True																																																																																										febrero	soyapango
1.0				S/N		1.0				1.0		33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True																																																																																										febrero	soyapango
1.0				S/N		1.0				1.0		45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True		True																																																																																										febrero	soyapango
1.0				S/N		1.0				1.0		32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																																																																																												febrero	soyapango
1.0				S/N		1.0				1.0		45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar			True																																																																																											febrero	soyapango
		1.0		S/N		1.0				1.0		36.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																																																											febrero	soyapango
		1.0		S/N		1.0				1.0		42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																																																											febrero	soyapango
		1.0		S/N		1.0				1.0		58.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar																																																																																														febrero	soyapango
			Nuevo	14-UIAEM14-25		1.0				1.0		67.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Ninguna				1.0		Familiar		True		True																																																																											1.0							1.0	1.0							febrero	soyapango
			Nuevo	15-UIAEM14-25		1.0				1.0		46.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Familiar		True	True	True					3.0	1.0												1.0											1.0																																																													febrero	soyapango
			Nuevo	16-UIAEM14-25		1.0				1.0		21.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria		1.0				Familiar		True							1.0	1.0												1.0																																																																								febrero	soyapango
			Nuevo	17-UIAEM14-25		1.0				1.0		18.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar		True	True						1.0	1.0												1.0		1.0	1.0				$90.00				1.0	1.0	2.0	1.0		1.0	1.0	1.0	1.0																			1.0																																Favorable		febrero	soyapango
			Nuevo	18-UIAEM14-25		1.0				1.0		28.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True		True					1.0	1.0												1.0		1.0	1.0								1.0	1.0	3.0	1.0			1.0	1.0																				1.0																																		febrero	soyapango
			Nuevo	19-UIAEM14-25		1.0				1.0		37.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																																																																												1.0	4.0	1.0		1.0				2.0	1.0						True	febrero	soyapango
			Nuevo	20-UIAEM14-25		1.0				1.0		34.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																					1.0	1.0	1.0								1.0	1.0	3.0	2.0			1.0	1.0	1.0																																																					febrero	soyapango
			Nuevo	21-UIAEM14-25		1.0				1.0		33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True						1.0	1.0	1.0	1.0	Protección	No pecuniaria																				1.0	1.0	2.0																																																											febrero	soyapango
			Nuevo	22-UIAEM14-25		1.0				1.0		52.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria				1.0		Familiar		True		True																																																																											3.0	2.0						3.0	2.0							febrero	soyapango
			Nuevo	23-UIAEM14-25		1.0				1.0		29.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Familiar		True																																																																																					1.0							febrero	soyapango
			Nuevo	24-UIAEM14-25		1.0				1.0		24.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Familiar		True																																																																																					1.0							febrero	soyapango
			Nuevo	25-UIAEM14-25		1.0				1.0		40.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True					1.0	1.0			No pecuniaria									1.0		1.0	1.0								1.0	2.0	4.0																																																											febrero	soyapango
			Seguimiento a expedientes activos	1-UIAEM14-25		1.0				1.0		50.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar																						1.0											1.0	1.0	3.0	2.0	1.0	1.0															1.0							1.0																																Favorable	True	febrero	soyapango
			Seguimiento a expedientes activos	2-UIAEM14-25		1.0				1.0		34.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Familiar																																																																																														febrero	soyapango
			Seguimiento a expedientes activos	3-UIAEM14-25		1.0				1.0		42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar																							1.0	1.0	2.0								1.0	1.0	4.0																										1.0		1.0	1.0															1.0							1.0								febrero	soyapango
			Seguimiento a expedientes activos	4-UIAEM14-25		1.0				1.0		33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar																																								1.0													1.0							1.0	1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	5-UIAEM14-25		1.0				1.0		45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar																							1.0	1.0	1.0								1.0	2.0	6.0	2.0																																												1.0			1.0			1.0								febrero	soyapango
			Seguimiento a expedientes activos	6-UIAEM14-25		1.0				1.0		31.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria				1.0		Familiar																																																																1.0									1.0	1.0				2.0	3.0	2.0			1.0			1.0	1.0							febrero	soyapango
			Seguimiento a expedientes activos	7-UIAEM14-25		1.0				1.0		45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Familiar																																																															1.0	1.0									1.0	1.0	1.0	1.0				3.0		1.0				2.0	12.0					Favorable	True	febrero	soyapango
			Seguimiento a expedientes activos	8-UIAEM14-25		1.0				1.0		41.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar																																																															1.0																1.0							1.0								febrero	soyapango
			Seguimiento a expedientes activos	9-UIAEM14-25		1.0				1.0		47.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar																						1.0		1.0	1.0								1.0	1.0	3.0	1.0																											1.0																1.0								1.0					Favorable		febrero	soyapango
			Seguimiento a expedientes activos	10-UIAEM14-25		1.0				1.0		53.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Ninguna		1.0				Familiar																																																																																														febrero	soyapango
			Seguimiento a expedientes activos	12-UIAEM14-25		1.0				1.0		38.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar																							1.0	1.0	1.0								1.0	2.0	4.0	1.0																																																										febrero	soyapango
			Seguimiento a expedientes activos	13-UIAEM14-25		1.0				1.0		30.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar																							1.0	1.0	1.0								1.0	1.0	3.0	1.0	1.0																							1.0																																		febrero	soyapango
			Seguimiento a expedientes activos	136-UIAEM14-2024		1.0				1.0		32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True		True																																																																										1.0					1.0		1.0	1.0							febrero	soyapango
			Seguimiento a expedientes activos	93-UIAEM14- 2024		1.0				1.0		40.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True	True																																																																												1.0					1.0		1.0								febrero	soyapango
			Seguimiento a expedientes activos	98-UAEM14-2024		1.0				1.0		26.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Ninguna	1.0					Familiar		True	True																																																																												1.0					1.0										febrero	soyapango
			Seguimiento a expedientes activos	120-UAEM14-2024		1.0				1.0		31.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Ninguna	1.0					Familiar		True																																																																													1.0					1.0										febrero	soyapango
			Seguimiento a expedientes activos	124-UIAEM14-2024		1.0				1.0		45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0						True	True	True		True																																																																									1.0	1.0	1.0		1.0				1.0	1.0							febrero	soyapango
			Seguimiento a expedientes activos	129-UIAEM14-2024		1.0				1.0		33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True																																																																												1.0	1.0	1.0						1.0	1.0							febrero	soyapango
			Seguimiento a expedientes activos	135-UIAEM 14-2024		1.0				1.0		33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True	True		True																																																																									1.0	1.0	1.0						1.0	1.0							febrero	soyapango
			Seguimiento a expedientes activos	78-UIAEM 14-2024		1.0				1.0		58.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Técnica	1.0						True	True	True																																																																											1.0	1.0	1.0		1.0				1.0	1.0							febrero	soyapango
			Seguimiento a expedientes activos	120-UIAEM14-2024		1.0				1.0		31.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True																																																																											1.0	1.0	1.0		1.0				1.0	1.0							febrero	soyapango
			Seguimiento a expedientes activos	57-UIAEM14-2024		1.0				1.0		42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0						True	True		True	True																																																																									1.0	1.0	1.0						1.0								febrero	soyapango
			Seguimiento a expedientes activos	91-UIAEM14-2024		1.0				1.0		65.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True																																																																												1.0						1.0		1.0							True	febrero	soyapango
			Seguimiento a expedientes activos	26-UIAEM14 -2024		1.0				1.0		42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0						True	True	True		True																																																																									1.0		1.0				1.0		1.0								febrero	soyapango
			Seguimiento a expedientes activos	17-UIAEM14-2024		1.0				1.0		63.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True																																																																													1.0					1.0		1.0								febrero	soyapango
			Seguimiento a expedientes activos	18-UIAEM14-2024		1.0				1.0		51.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0						True	True																																																																														1.0			1.0			1.0								febrero	soyapango
			Seguimiento a expedientes activos	126-UIAEM14-24		1.0				1.0		48.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Familiar		True																																				1.0	1.0														1.0							1.0	1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	66-UIAEM-14-24		1.0				1.0		37.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True																																																									1.0																																		febrero	soyapango
			Seguimiento a expedientes activos	27-UIAEM-14-24		1.0				1.0		61.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Comunitaria		True																																																			1.0							1.0	1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	52-UIAEM-14-24		1.0				1.0		44.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True																																																	1.0							1.0																																		febrero	soyapango
			Seguimiento a expedientes activos	7-UIAEM-14-24		1.0				1.0		57.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True	True	True	True	True																																1.0	1.0														1.0							1.0																																		febrero	soyapango
			Seguimiento a expedientes activos	72-UIAEM-14-24		1.0				1.0		67.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True	True	True	True	True																	1.0	1.0	1.0								1.0	1.0	2.0	1.0																									2.0																															Favorable		febrero	soyapango
			Seguimiento a expedientes activos	94-UIAEM-14-24		1.0				1.0		39.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																		1.0								1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	83-UIAEM14-24		1.0				1.0		55.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True	True																																																									2.0																																	febrero	soyapango
			Seguimiento a expedientes activos	63-UIAEM-14-24		1.0				1.0		61.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar	True	True																																																											2.0																																	febrero	soyapango
			Seguimiento a expedientes activos	141-UIEM-14-24		1.0				1.0		52.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True		True																						Contestación de recursos						1.0	1.0	2.0	2.0		1.0	1.0														1.0							1.0																																Favorable		febrero	soyapango
			Seguimiento a expedientes activos	78-UIAEM-14-24		1.0				1.0		58.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True																																																									1.0	1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	138-UIAEM-14-24		1.0				1.0		21.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																		1.0							1.0	1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	93-UIAEM-14-24		1.0				1.0		41.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar	True	True	True																																		1.0																1.0							1.0																																		febrero	soyapango
			Seguimiento a expedientes activos	122-UIAEM-14-24		1.0				1.0		44.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar	True	True	True	True			True																																																						1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	125-UIAEM-14-24		1.0				1.0		22.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True																																																										3.0																																	febrero	soyapango
			Seguimiento a expedientes activos	09-UIAEM-14-24		1.0				1.0		55.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria		1.0				Comunitaria	True			True		True																1.0											1.0	2.0	3.0	2.0																	1.0							1.0	1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	38-UIAEM-14-24		1.0				1.0		57.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar		True	True	True	True																																																								1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	26-UIAEM-14-24		1.0				1.0		42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True	True																																																									1.0																																	febrero	soyapango
			Seguimiento a expedientes activos	87-UIAEM14-2024		1.0				1.0		38.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True		True																												1.0		1.0																																																										True	febrero	soyapango
			Seguimiento a expedientes activos	82-UIAEM14-24		1.0				1.0		28.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Institucional		True			True																	1.0												1.0	3.0	1.0																																																										febrero	soyapango
			Seguimiento a expedientes activos	134-UIAEM14-24		1.0				1.0		26.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True	True																			1.0	1.0	1.0								1.0	2.0	5.0	2.0																																																										febrero	soyapango
			Seguimiento a expedientes activos	85-UIAEM14-24		1.0				1.0		55.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Comunitaria		True																				1.0											1.0		2.0																																																				2.0							febrero	soyapango
		1.0		S/N		1.0				1.0		53.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True																																																																																												marzo	soyapango
1.0				S/N		1.0				1.0		36.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True																																																																																											marzo	soyapango
1.0				S/N		1.0				1.0		22.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0								True	True																																																																																										marzo	soyapango
1.0				S/N		1.0				1.0		35.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True																																																																																											marzo	soyapango
1.0				S/N		1.0				1.0		30.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True	True																																																																																										marzo	soyapango
1.0				S/N		1.0				1.0		28.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True		True																																																																																										marzo	soyapango
		1.0		S/N		1.0				1.0		52.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True																																																																																											marzo	soyapango
1.0				S/N		1.0				1.0		47.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True																																																																																												marzo	soyapango
	1.0			S/N		1.0				1.0		51.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True		True																																																																																										marzo	soyapango
	1.0			S/N		1.0				1.0		29.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True																																																																																											marzo	soyapango
	1.0			S/N		1.0				1.0		32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True																																																																																												marzo	soyapango
	1.0			S/N		1.0				1.0		51.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True																																																																																											marzo	soyapango
