Fecha de Atención	DISTRITO	PROCEDENCIA	SERVICIOS BRINDADOS	Derivaciones	Casos antiguos	Casos nuevos	Naturaleza/tipologia	Sexo	Edad	Orientación sexual	Discapacidad	Etnia	Nacionalidad	Estado familiar	Nivel educativo	Sexo.1	Edad.1	Orientación sexual.1	Persona con discapacidad	Etnia.1	Nacionalidad.1	Estado familiar.1	Nivel educativo.1	Sexo.2	Edad.2	Orientación sexual.2	Discapacidad.1	PROGRAMACIÓN DE MEDIACIONES	Mediación instalada	Sesiones realizadas por casos mediados	Con acuerdo	Sin acuerdo	Mediaciones suspendidas	Finalización por desición técnica del mediador/a	Convocatoria realizada	Motivos de no realización de la mediación	Desistimiento del solicitante	Instalación de mediación	Seguimiento	Reapertura	Con acuerdo.1	Sin acuerdo.1	Supendidas por	Motivos de no realización de la mediación.1	MONTOS ACORDADOS	EXPEDIENTES FINALIZADOS	mes	pad
					99-UMYC10-2025		Convivencia-->Vecinal	Mujer	54.0	Heterosexual	Ninguno	otra	Salvadoreña	Divorciado	EDUCACIÓN BÁSICA	mujer	51	Heterosexual	Ninguna	otra	salvadoreña	divorciado	educacion basica					1° convocatoria	1° convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	abril	san vicente
																mujer	30	Heterosexual	Ninguna	otra	salvadoreña	SOLTERO/A	BACHILLERATO																								abril	san vicente
					61-UMYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	57.0	heterosexual	ninguno	otra	salvadoreño	soltero	sin educacioin																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	abril	san vicente
					86-UMUYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	37.0	heterosexual	ninguno	otra	salvadoreño	soltero	Bachiller		72	Heterosexual	ninguna	otra	salvadoreña	casada	educacion basica												2° convocatoria	INASISTENCIA DEL CONVOCADO/A			lñ							ARCHIVO DEFINITIVO	abril	san vicente
					89-UMYC10-2025		Patrimonial-->Deuda	Mujer	72.0	heterosexual	ninguno	otra	salvadoreño	soltero	Educacion bsica	mujer	51	Heterosexual	ninguna	otra	salvadoreña	soltera	universitaria					2° convocatoria										2° Convocatoria	seguimiento	INCUMPLIMIENTO	DEFINITIVO				$1,000.00	ARCHIVO DEFINITIVO	abril	san vicente
				-	100-UMYC10-2025		Patrimonial-->Servidumbre	Mujer	57.0	heterosexual	ninguno	otra	salvadoreño	Casada	universitario	mujer	69	Heterosexual	ninguna	otra	salvadoreña	soltera	educacion basica					2° convocatoria	2° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					101-UMYC10-2025		Patrimonial-->Diferencias en trámites de aceptación de herencia	Hombre	53.0	heterosexual	ninguno	otra	salvadoreño	Casada	universitario	mujer	53	Heterosexual	ninguna	otra	salvadoreña	casada	bachiller												1° convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	abril	san vicente
					107-UMYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	51.0	heterosexual	ninguno	otra	salvadoreño	Casada	Bachiller																DEFINITIVO						RESOLVIÓ FUERA DE LA INSTITUCIÓN								$5,000.00	ARCHIVO DEFINITIVO	abril	san vicente
					105-UMYC10-2025		Patrimonial-->Deuda	Hombre	26.0	heterosexual	ninguno	otra	salvadoreño	soltero	Bachiller																				2° convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	abril	san vicente
					104-UMYC10-2025		Niñez y adolescencia-->Régimen de relación y trato	Hombre	40.0	heterosexual	ninguno	otra	salvadoreño	Casada	Educacion bsica	MUJER	44	Heterosexual	ninguna	otra	salvadoreña	casada	educacion basica	MUJER	8.0	Heterosexual	NIINGUNA	1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
																								HOMBRE	11.0	Heterosexual	NIINGUNA																				abril	san vicente
					108-UMYC10-2025		Convivencia-->Otros	Hombre	48.0	Heterosexual	ninguno	otra	salvadoreño	soltero	universitario	hombre	59	Heterosexual	ninguno	otra	salvadoraña	divorciado	universitario					2° convocatoria	2° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					109-UMYC10-2025		Convivencia-->Vecinal	Mujer	41.0	Heterosexual	ninguno	otra	salvadoreño	casado	bachiller	hombre	48	heterosexual	ninguno	otra	salvadoraña	soltero	educacion basica					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					110-UMYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	41.0	Heterosexual	ninguno	otra	salvadoreño	soltero	bachiller	hombre	49	heterosexual	ninguno	otra	salvadoraña	casado	educacion basica					1° convocatoria	1° convocatoria	UNA SESION		1.0														ARCHIVO DEFINITIVO	abril	san vicente
																hombre	74	heterosexual	ninguno	otra	salvadoraña	casado	universitario																								abril	san vicente
					111-UMYC10-2025		Convivencia-->Comercial	Mujer	31.0	Heterosexual	ninguno	otra	salvadoreña	soltero	universitario	mujer	47	heterosexual	ninguno	otra	salvadoraña	casada	universitario					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
								Mujer	27.0	Heterosexual	ninguno	otra	salvadoreña	soltero	Bachiller	mujer	47	heterosexual	ninguno	otra	salvadoraña	casada	educacion basica																								abril	san vicente
					113-UMYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	62.0	Heterosexual	ninguno	otra	salvadoreña	casada	sin educacion	hombre	41	heterosexual	ninguno	otra	salvadoraña	soltero	bachiller					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					114-UMYC10-2025		Convivencia-->Otros	Mujer	35.0	Heterosexual	ninguno	otra	salvadoreña	casada	Bachiller	mujer	49	heterosexual	ninguno	otra	salvadoraña	soltero	educacion basica												1° convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	abril	san vicente
					115-UMYC10-2025		Patrimonial-->Otros	Hombre	54.0	Heterosexual	ninguno	otra	salvadoreña	soltero	SIN educacion	mujer	46	heterosexual	ninguno	otra	salvadoraña	soltera	Sin educacion					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO														$18.00	ARCHIVO DEFINITIVO	abril	san vicente
					116-UMYC10-2025		Convivencia-->Vecinal	Mujer	49.0	Heterosexual	ninguno	otra	salvadoreña	soltero	Educacion basica																				1° convocatoria	INASISTENCIA DEL SOLICITANTE										ARCHIVO DEFINITIVO	abril	san vicente
					117-UMYC10-2025		Patrimonial-->Otros	Hombre	59.0	Heterosexual	ninguno	otra	salvadoreña	soltero	Educacion basica	hombre	38	heterosexual	ninguno	otra	salvadoreño	soltero	bachiller					1° convocatoria	1° convocatoria	UNA SESION		1.0														ARCHIVO DEFINITIVO	abril	san vicente
					118-UMYC10-2025		Patrimonial-->Otros	Mujer	87.0	Heterosexual	ninguno	otra	salvadoreña	viuda	sin educacion	mujer	40	heterosexual	ninguno	otra	salvadoreño	soltera	educacion basica												1° convocatoria	INASISTENCIA DEL SOLICITANTE										ARCHIVO DEFINITIVO	abril	san vicente
					119-UMYC10-2025		Familiar-->Uso de bien familiar	Mujer	52.0	Heterosexual	ninguno	otra	salvadoreña	viuda	Educacion basica	hombre	53	heterosexual	ninguno	otra	salvadoreño	soltero	sin educacin					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
																mujer	79	heterosexual	ninguno	otra	salvadoreño	soltera	sin educacin																								abril	san vicente
					120-UMYC10-2025		Convivencia-->Vecinal	Mujer	51.0	heterosexual	ninguno	otra	salvadoreña	soltera	educacion basica	mujer	52	heterosexual	ninguno	otra	salvadoreño	soltera	educacion basica					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					122-UMYC10-2025		Convivencia-->Vecinal	Mujer	34.0	heterosexual	ninguno	otra	salvadoreña	soltera	Bachiller																				1° convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	abril	san vicente
					124-UMYC10-2025		Patrimonial-->Linderos	Hombre	53.0	heterosexual	ninguno	otra	salvadoreña	casada	educacion basica	mujer	32	heterosexual	ninguno	otra	salvdoreño	casada	educacion basica					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					125-UMYC10-2025		Niñez y adolescencia-->Autorización de Salida del país	Mujer	47.0	heterosexual	ninguno	otra	salvadoreña	soltera	Bachiller																				1° convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	abril	san vicente
					127-UMYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	60.0	heterosexual	ninguno	otra	salvadoreña	soltera	UNIVERSITARIA																				1° convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	abril	san vicente
					128-UMYC10-2025		Convivencia-->Vecinal	Mujer	52.0	heterosexual	ninguno	otra	salvadoreña	soltera	Bachiller	MUJER	24	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	Soltera	bachiller					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					130-UMYC10-2025		Familiar-->Uso de bien familiar	Hombre	28.0	heterosexual	ninguno	otra	salvadoreña	soltera	educacion basica	HOMBRE	30	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	Soltera	bachiller					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					131-UMYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	69.0	heterosexual	ninguno	otra	salvadoreña	casada	educacion basica	HOMBRE	32	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	CASADA	UNIVERSITARIO					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
								Mujer	50.0	heterosexual	ninguno	otra	salvadoreña	soltera	educacion basica	HOMBRE	58	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	CASADA	UNIVERSITARIO																								abril	san vicente
					136-UMYC10-2025		Niñez y adolescencia-->Cuidado personal	Hombre	23.0	heterosexual	ninguno	otra	salvadoreña	soltera	educacion basica	MUJER	21	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	Soltera	Educacion basica					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					10-UMYC10-2024		Niñez y adolescencia-->Régimen de relación y trato	Hombre	49.0	heterosexual	ninguno	otra	salvadoreña	soltera	educacion basica	MUJER	33	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	Soltera	Educacion basica												1° convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	abril	san vicente
					84-UMYC1O-2025		Niñez y adolescencia-->Régimen de relación y trato	Hombre	34.0	heterosexual	ninguno	otra	salvadoreña	soltera	Bachiller	MUJER	25	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	Soltera	bachiller												2° convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	abril	san vicente
					96-UMYC10-2025		Patrimonial-->Deuda	Mujer	48.0	heterosexual	ninguno	otra	salvadoreña	casada	Bachiller	MUJER	40	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	Soltera	bachiller					2° convocatoria	2° convocatoria	UNA SESION	DEFINITIVO														$1,120.00	ARCHIVO DEFINITIVO	abril	san vicente
					106-UMYC10-2025		Niñez y adolescencia-->Régimen de relación y trato	Hombre	31.0	heterosexual	NINGUNO	otra	salvadoreña	casada	Bachiller																				2° convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	abril	san vicente
					112-UMYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	56.0	heterosexual	NINGUNO	otra	salvadoreña	casada	educacion basica	HOMBRE	41	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	SOLTERA	BACHILLER					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO															ARCHIVO DEFINITIVO	abril	san vicente
					113-UMYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	62.0	heterosexual	NINGUNO	otra	salvadoreña	casada	educacion basica	HOMBRE	41	HETEROSEXUAL	NINGUNA	OTRA	SALVADOREÑA	SOLTERA	BACHILLER					1° convocatoria	1° convocatoria	UNA SESION	DEFINITIVO														$600.00	ARCHIVO DEFINITIVO	abril	san vicente
	San Esteban Catarina	PNC	Reapertura de Mediación		98-UMYC10-2025		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	46.0	heterosexual	NINGUNO	otra	salvadoreña	casada	Bachiller																																abril	san vicente
3/1/2025	Santa Ana	F.G.R.	Ingresos a Mediación			01-UMYC-01-25	Patrimonial-->Incumplimiento de contrato o de venta	Mujer	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	61.0	Heterosexual	Ninguna	Otra	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	santa ana
3/1/2025	Coatepeque	Otros	Ingresos a Mediación			02-UMYC-01-25	Patrimonial-->Deuda	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			enero	santa ana
3/1/2025	San Sebastián Saltrillo	F.G.R.	Ingresos a Mediación			03-UMYC-01-25	Patrimonial-->Deuda	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	35.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$350.00	ARCHIVO DEFINITIVO	enero	santa ana
3/1/2025	Santa Ana	S/P	Orientaciones/Asesorías				Convivencia-->Vecinal	Mujer	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	santa ana
3/1/2025	Santa Ana	S/P	Orientaciones/Asesorías				Patrimonial-->Deuda	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	santa ana
6/1/2025	Santa Ana	S/P	Ingresos a Mediación			04-UMYC-01-25	Patrimonial-->Deuda	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	50.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$215.00	ARCHIVO DEFINITIVO	enero	santa ana
6/1/2025	Santa Ana	P.G.R.	Ingresos a Mediación			05-UMYC-01-25	Laboral-->Reconsideración de Reinstalo, pago de bonificaciones y otras prestaciones	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	67.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO	Hombre	42	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$1,150.00	ARCHIVO DEFINITIVO	enero	santa ana
6/1/2025	chalchuapa	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																enero	santa ana
6/1/2025	Santa Ana	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																enero	santa ana
6/1/2025	chalchuapa	S/P	Orientaciones/Asesorías				Patrimonial-->Otros	Mujer	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	santa ana
6/1/2025	Santa Ana	S/P	Ingresos a Mediación			06-UMYC-01-25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	7	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	DOS SESIONES	DEFINITIVO															ARCHIVO DEFINITIVO	enero	santa ana
6/1/2025	Santa Ana	S/P	Ingresos a Mediación			07-UMYC-01-25	Niñez y adolescencia-->Cuidado personal	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	43.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Mujer	10	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	santa ana
6/1/2025	Santa Ana	F.G.R.	Orientaciones/Asesorías				Patrimonial-->Incumplimiento de contrato o de venta	Mujer	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																enero	santa ana
6/1/2025	Santa Ana	S/P	Ingresos a Mediación			08-UMYC-01-25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			enero	santa ana
6/1/2025	Santa Ana	S/P	Ingresos a Mediación			09-UMYC-01-25	Niñez y adolescencia-->Régimen de relación y trato	Mujer	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Mujer	26.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	6	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	santa ana
																								Hombre	30	Heterosexual	Ninguna																				enero	santa ana
6/1/2025	Santa Ana	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Mujer	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	santa ana
6/1/2025	Santa Ana	S/P	Ingresos a Mediación			10-UMYC-01-25	Niñez y adolescencia-->Régimen de relación y trato	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Mujer	3	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	santa ana
6/1/2025	Santa Ana	Otros	Ingresos a Mediación			11-UMYC-01-25	Patrimonial-->Otros	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	60.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	40	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$50.00	ARCHIVO DEFINITIVO	enero	santa ana
																								Mujer	25	Heterosexual	Ninguna																				enero	santa ana
6/1/2025	Santa Ana	P.G.R.	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Mujer	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	santa ana
6/1/2025	Santa Ana	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Otros	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																enero	santa ana
6/1/2025	Santa Ana	S/P	Ingresos a Mediación			12-UMYC-01-25	Patrimonial-->Incumplimiento de contrato o de venta	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	43.0	Heterosexual	Ninguna	Otra	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$165.00	ARCHIVO DEFINITIVO	enero	santa ana
7/1/2025	Chalchuapa	S/P	Ingresos a Mediación			13-UMYC-01-25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																				1° Convocatoria		NO DESEA SEGUIR									ARCHIVO DEFINITIVO	enero	santa ana
7/1/2025	Santa Ana	S/P	Ingresos a Mediación			14-UMYC-01-25	Niñez y adolescencia-->Cuidado personal	Mujer	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Hombre	48.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	12	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	santa ana
																Mujer	37.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																								enero	santa ana
7/1/2025	Santa Ana	Referencia Personal	Orientaciones/Asesorías				Patrimonial-->Diferencias en trámites de aceptación de herencia	Hombre	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																enero	santa ana
7/1/2025	San Sebastián Saltrillo	S/P	Ingresos a Mediación			15-UMYC-01-25	Patrimonial-->Deuda	Mujer	De 18 a menor de 35 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			enero	santa ana
7/1/2025	Chalchuapa	Juzgados	Ingresos a Mediación			16-UMYC-01-25	Niñez y adolescencia-->Cuidado personal	Mujer	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			enero	santa ana
7/1/2025	Santa Ana	S/P	Ingresos a Mediación			17-UMYC-01-25	Patrimonial-->Deuda	Mujer	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria																	$860.00	ARCHIVO DEFINITIVO	enero	santa ana
7/1/2025	Santa Ana	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Hombre	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO																																enero	santa ana
7/1/2025	Santa Ana	S/P	Ingresos a Mediación			18-UMYC-01-25	Patrimonial-->Deuda	Hombre	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	26.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$1,400.00	ARCHIVO DEFINITIVO	enero	santa ana
7/1/2025	chalchuapa	S/P	Ingresos a Mediación			19-UMYC-01-25	Patrimonial-->Deuda	Mujer	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Hombre	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	PROVISIONAL															ARCHIVO PROVISIONAL	enero	santa ana
7/1/2025	Santa Ana	S/P	Ingresos a Mediación			20-UMYC-01-25	Patrimonial-->Otros	Mujer	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	TÉCNICO	Hombre	47.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	PROVISIONAL															ARCHIVO PROVISIONAL	enero	santa ana
								Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	santa ana
7/1/2025	Santa Ana	S/P	Orientaciones/Asesorías				Patrimonial-->Deuda	Mujer	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	santa ana
7/1/2025	Chalchuapa	S/P	Orientaciones/Asesorías				Patrimonial-->Arrendamiento (inquilinato)	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																enero	santa ana
7/1/2025	Santa Ana	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	santa ana
7/1/2025	San Sebastián Saltrillo	S/P	Ingresos a Mediación			21-UMYC-01-25	Patrimonial-->Deuda	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO													1° Convocatoria																			enero	santa ana
7/1/2025	Santa Ana	S/P	Reapertura de Mediación		740-UMYC-24		Niñez y adolescencia-->Cuidado personal	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			enero	santa ana
7/1/2025	Santa Ana	S/P	Ingresos a Mediación			22-UMYC-01-25	Patrimonial-->Deuda	Hombre	De 60 a más	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			enero	santa ana
8/1/2025	Santa Ana	S/P	Ingresos a Mediación			23-UMYC-01-25	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	38.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	DOS SESIONES	DEFINITIVO														$250.00	ARCHIVO DEFINITIVO	enero	santa ana
8/1/2025	Santa Ana	S/P	Ingresos a Mediación			24-UMYC-01-25	Convivencia-->Vecinal	Mujer	De 35 a menor de 60 años	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO	Mujer	16.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	DOS SESIONES	DEFINITIVO															ARCHIVO DEFINITIVO	enero	santa ana
